,0,1,2,3,4,6,8
A10p,5100000.0,440.0,100000.0,100000.0,,0.0,
A11p,6500000.0,0.0,,,,0.0,
A14p,140000000.0,400000.0,0.0,,10.0,,
A15p,160000000.0,20000000.0,4000.0,380.0,,,
A16p,290000000.0,220000000.0,400000.0,0.0,180.0,,
A17p,90000000.0,5400000.0,3000.0,360.0,10.0,70.0,
A18p,670000000.0,430000000.0,11000.0,,,,
A1p,110000000.0,20000000.0,50000.0,,,,
A21p,590000000.0,50000000.0,6000.0,,,,
A24p,120000000.0,20000000.0,,,10.0,,
A26p,120000000.0,10000000.0,,0.0,,,
A28p,360000000.0,7000000.0,,,10.0,,
A3p,70000000.0,50000000.0,85000.0,2000.0,350.0,70.0,
A4p,390000000.0,280000000.0,8000.0,,,,
A5p,280000000.0,220000000.0,65000.0,,,,
A8p,20000000.0,8100000.0,,0.0,,,
A9p,230000000.0,4000000.0,160.0,10.0,,,
AR12p,490000000.0,140000000.0,73000.0,,,,
AR13p,420000000.0,250000000.0,10000.0,,,,
AR19p,800000000.0,790000000.0,820000000.0,840000000.0,830000000.0,850000000.0,720000000.0
AR20p,670000000.0,520000000.0,1000.0,,,,
AR25p,1400000.0,400000.0,2000.0,,,,
AR2p,210000000.0,30000000.0,2000.0,,,,
AR32p,30000000.0,40000000.0,5000.0,230.0,30.0,,
B10p,360000000.0,340000000.0,53000.0,,,,
B11p,430000000.0,690000000.0,12300000.0,,80.0,,
B12p,350000000.0,310000000.0,0.0,480.0,10.0,,
B13p,730000000.0,780000000.0,60000.0,,,,
B14p,640000000.0,930000000.0,39000.0,,,,
B15p,450000000.0,560000000.0,118000.0,,520.0,,
B16p,350000000.0,280000000.0,7000.0,980.0,0.0,,
B17p,730000000.0,500000000.0,15000.0,,,,
B18p,970000000.0,800000000.0,1100000.0,17000.0,,,
B19p,790000000.0,650000000.0,4000.0,0.0,0.0,,
B1p,1000000000.0,290000000.0,23000.0,200.0,,,
B20p,300000000.0,190000000.0,3000.0,,,,
B21p,940000000.0,890000000.0,16000.0,,,,
B22p,620000000.0,520000000.0,1000.0,,10.0,,
B23p,510000000.0,0.0,2000.0,,20.0,,
B24p,20000000.0,5000.0,170.0,,,,
B25p,640000000.0,180000000.0,2000.0,390.0,,,
B26p,890000000.0,930000000.0,32000.0,,,,
B27p,520000000.0,790000000.0,590000000.0,123000.0,,100.0,40.0
B28p,40000000.0,50000000.0,14500000.0,7000.0,0.0,,
B29p,420000000.0,740000000.0,200000.0,3000.0,,,
B2p,240000000.0,550000000.0,63000.0,,150.0,,10.0
B30p,480000000.0,720000000.0,5500000.0,6000.0,,,
B31p,670000000.0,700000000.0,,,100.0,,
B32p,370000000.0,21000.0,920.0,,,,
B33p,650000000.0,640000000.0,500000.0,1000.0,,,
B34p,880000000.0,1170000000.0,4100000.0,0.0,,0.0,10.0
B35p,170000000.0,310000000.0,130000.0,1010.0,,,
B36p,340000000.0,230000000.0,18000.0,1390.0,,,
B37p,150000000.0,50000000.0,30000000.0,0.0,10000.0,6000.0,410.0
B38p,270000000.0,310000000.0,136000.0,,280.0,,
B39p,1070000000.0,1340000000.0,4500000.0,10000.0,,,
B3p,40000000.0,0.0,10.0,,,,
B41p,690000000.0,750000000.0,300000.0,,,,
B42p,1040000000.0,840000000.0,,0.0,,,
B43p,290000000.0,70000000.0,43000.0,,,,
B44p,950000000.0,800000000.0,45000.0,,400.0,,
B5p,220000000.0,340000000.0,81000.0,,,,
B6p,560000000.0,270000000.0,,3000.0,0.0,,
B7p,230000000.0,120000000.0,50000000.0,,0.0,10.0,0.0
B8p,760000000.0,920000000.0,106000.0,,,0.0,
B9p,310000000.0,400000000.0,,70.0,,,
